enhancer	promoter	correlation	p.value
chr1:2501788-2502413	chr1:8378140..8378187,+	-0.107221647090062	4.3664748825628e-06
chr1:2501788-2502413	chr1:8877692..8877732,-	-0.0759309698070799	0.00116211974627564
chr1:2501788-2502413	chr1:8938736..8938756,-	-0.167361074809055	6.0423315469328e-13
chr1:2501788-2502413	chr1:9005917..9005935,+	0.00854889431900719	0.714987815527942
chr1:2501788-2502413	chr1:9086445..9086485,-	-0.0248985838463641	0.287470441667078
chr1:2505035-2505361	chr1:713985..714054,-	0.0446530917247145	0.0563561420223508
chr1:2505035-2505361	chr1:762885..762905,-	0.189874078370807	2.72579168143222e-16
chr1:2505035-2505361	chr1:763033..763058,+	0.0899800484616957	0.000117522712514977
chr1:2505035-2505361	chr1:763094..763106,+	0.103246132985973	9.78394336195586e-06
chr1:2505035-2505361	chr1:894620..894659,-	-0.227357400369853	7.53147318280321e-23
chr1:2505035-2505361	chr1:895930..896033,+	-0.135480184015392	6.10899651839093e-09
chr1:2505035-2505361	chr1:901847..901907,+	-0.00301895029107525	0.897395439411608
chr1:2505035-2505361	chr1:917466..917485,-	0.025944693688067	0.267692321733024
chr1:2505035-2505361	chr1:935467..935484,-	0.132381464188696	1.35028290080235e-08
chr1:2505035-2505361	chr1:948866..948885,+	0.0953585369741344	4.45602633578008e-05
chr1:2505035-2505361	chr1:955448..955508,+	-0.168418586481946	4.30293257000781e-13
chr1:2505035-2505361	chr1:1009683..1009688,-	-0.0357937517255507	0.126167701365079
chr1:2505035-2505361	chr1:1051455..1051495,-	-0.0970726179852594	3.23592273331883e-05
chr1:2505035-2505361	chr1:1141900..1141911,-	0.0495720235090297	0.0341132642491893
chr1:2505035-2505361	chr1:1141927..1141985,-	0.128517634529857	3.53979036495405e-08
chr1:2505035-2505361	chr1:1149526..1149539,-	0.192278473823366	1.12784411809773e-16
chr1:2505035-2505361	chr1:1167346..1167392,-	-0.0679091995938918	0.00368383830184743
chr1:2505035-2505361	chr1:1167594..1167668,+	-0.166222455316345	8.68744224018772e-13
chr1:2505035-2505361	chr1:1209195..1209254,-	-0.0931756619429526	6.6464336104965e-05
chr1:2505035-2505361	chr1:1243252..1243318,-	-0.0369616023358542	0.114261828587881
chr1:2505035-2505361	chr1:1243966..1244033,+	-0.19805678982555	1.28973533814721e-17
chr1:2505035-2505361	chr1:1260011..1260064,-	-0.193551287932313	7.03596938498469e-17
chr1:2505035-2505361	chr1:1260169..1260242,+	-0.162490803138616	2.80541151150402e-12
chr1:2505035-2505361	chr1:1266654..1266669,+	0.00820422372915342	0.726006650342243
chr1:2505035-2505361	chr1:1284748..1284809,-	-0.160579066924943	5.06126038471968e-12
chr1:2505035-2505361	chr1:1310530..1310603,-	-0.221949387194789	7.96610906425159e-22
chr1:2505035-2505361	chr1:1334685..1334722,-	-0.0160732899841006	0.492333854547394
chr1:2505035-2505361	chr1:1334914..1334972,+	-0.12832968728075	3.707045600413e-08
chr1:2505035-2505361	chr1:1335180..1335196,+	-0.0466764342994073	0.046061175021117
chr1:2505035-2505361	chr1:1342617..1342691,-	-0.210806889610084	8.471768778783e-20
chr1:2505035-2505361	chr1:1356628..1356678,-	-0.0296517556982281	0.20521658749636
chr1:2505035-2505361	chr1:1361245..1361298,+	-0.0424504286246608	0.0696696563937453
chr1:2505035-2505361	chr1:1371047..1371119,+	-0.135834605284481	5.57278931788209e-09
chr1:2505035-2505361	chr1:1407133..1407170,+	-0.104434900624897	7.70987608018377e-06
chr1:2505035-2505361	chr1:1447517..1447556,+	-0.236516747105129	1.20371664774077e-24
chr1:2505035-2505361	chr1:1475968..1476017,-	-0.0965572914162395	3.56461948090061e-05
chr1:2505035-2505361	chr1:1510204..1510267,-	-0.190913199558661	1.86416373571162e-16
chr1:2505035-2505361	chr1:1535455..1535568,-	-0.131700107679779	1.60366924680602e-08
chr1:2505035-2505361	chr1:1551220..1551320,+	-0.0705725316025662	0.0025427214374098
chr1:2505035-2505361	chr1:1567546..1567574,+	-0.0508017835905052	0.0299041239040607
chr1:2505035-2505361	chr1:1567682..1567692,+	-0.00285962240916951	0.902782885752463
chr1:2505035-2505361	chr1:1655723..1655803,-	0.195918111792391	2.90056692744206e-17
chr1:2505035-2505361	chr1:1677507..1677512,-	-0.0423916231437858	0.0700577371530923
chr1:2505035-2505361	chr1:1822495..1822571,-	0.068425816527779	0.00343150378487152
chr1:2505035-2505361	chr1:1850703..1850724,-	-0.0636509676467574	0.00649749785982278
chr1:2505035-2505361	chr1:1935219..1935231,-	-0.036869928779923	0.11516323729347
chr1:2505035-2505361	chr1:1950763..1950815,+	-0.0651637538564366	0.00533008032210972
chr1:2505035-2505361	chr1:2322973..2323005,-	-0.147501292103122	2.37225647500597e-10
chr1:2505035-2505361	chr1:2323260..2323307,+	-0.119032303214515	3.35167810447952e-07
chr1:2505035-2505361	chr1:2343951..2344018,-	-0.214126751104141	2.16696495845832e-20
chr1:2505035-2505361	chr1:2398876..2398928,+	-0.0530147299314014	0.0234468744891929
chr1:2505035-2505361	chr1:2458026..2458056,-	-0.0708041152752394	0.00246064280870391
chr1:2505035-2505361	chr1:2461692..2461710,-	-0.0248372213167557	0.28866040917378
chr1:2505035-2505361	chr1:2487990..2488033,+	0.245222955578587	1.99798753411438e-26
chr1:2505035-2505361	chr1:2488426..2488475,-	0.231251113066032	1.32652930162168e-23
chr1:2505035-2505361	chr1:2488477..2488501,-	0.140936966273786	1.44642149517772e-09
chr1:2505035-2505361	chr1:2518202..2518291,+	-0.126183525572121	6.25105839128323e-08
chr1:2505035-2505361	chr1:2938044..2938088,+	0.0116540617334977	0.618617653829814
chr1:2505035-2505361	chr1:2985760..2985774,+	-0.0488228064117511	0.0369179827002253
chr1:2505035-2505361	chr1:3371222..3371243,+	-0.085868736509918	0.000238222233586781
chr1:2505035-2505361	chr1:3541543..3541658,+	-0.0357380814002406	0.12675848445667
chr1:2505035-2505361	chr1:3566630..3566676,-	-0.0971550325834858	3.18610137368694e-05
chr1:2505035-2505361	chr1:3569072..3569093,+	-0.0521801765305439	0.025724067646718
chr1:2505035-2505361	chr1:3663901..3663958,-	-0.0941014398379325	5.61562719526605e-05
chr1:2505035-2505361	chr1:3669006..3669028,+	-0.0188555399438536	0.420548346198819
chr1:2505035-2505361	chr1:3689211..3689226,+	-0.0791288523302317	0.00071118112452698
chr1:2505035-2505361	chr1:3713042..3713081,-	-0.168512901831377	4.17415729667417e-13
chr1:2505035-2505361	chr1:3773747..3773793,-	-0.114024084115951	1.02702842225204e-06
chr1:2505035-2505361	chr1:3774016..3774056,+	-0.073101903046875	0.00176797795483921
chr1:2505035-2505361	chr1:3816779..3816870,-	-0.0903559556566899	0.000110005446445798
chr1:2505035-2505361	chr1:3816953..3816985,+	0.0921156328496014	8.04592091797643e-05
chr1:2505035-2505361	chr1:4714656..4714675,+	-0.06563625319045	0.00500635393754076
chr1:2505035-2505361	chr1:6052463..6052542,-	-0.0914514401077947	9.06003460146591e-05
chr1:2505035-2505361	chr1:6240325..6240416,-	-0.0438262033080665	0.0610822432517129
chr1:2505035-2505361	chr1:6259641..6259690,-	-0.0357952060599918	0.126152296485631
chr1:2505035-2505361	chr1:6266137..6266204,+	-0.0317866230099688	0.174437573895377
chr1:2505035-2505361	chr1:6296005..6296070,-	-0.23457586631695	2.93538678861346e-24
chr1:2505035-2505361	chr1:6304233..6304243,+	-0.0492663865653854	0.0352346505985857
chr1:2505035-2505361	chr1:6321111..6321174,-	-0.108413294840055	3.40936637461142e-06
chr1:2505035-2505361	chr1:6453426..6453447,-	-0.218834884937379	3.0134900033219e-21
chr1:2505035-2505361	chr1:6479968..6479986,-	-0.0478343831372482	0.0409164048911696
chr1:2505035-2505361	chr1:6484829..6484843,+	-0.031870944629252	0.173296762169495
chr1:2505035-2505361	chr1:6526192..6526250,-	0.20243261025358	2.38641499228894e-18
chr1:2505035-2505361	chr1:6614565..6614602,-	-0.16217642413501	3.0927846993952e-12
chr1:2505035-2505361	chr1:6615468..6615485,+	-0.000177895070191708	0.993937220956599
chr1:2505035-2505361	chr1:6640046..6640101,+	0.102926037193799	1.04275914857348e-05
chr1:2505035-2505361	chr1:6662919..6662936,-	0.102154404397936	1.21494107764552e-05
chr1:2505035-2505361	chr1:6673782..6673830,+	-0.146602172887258	3.05356046800379e-10
chr1:2505035-2505361	chr1:6685228..6685270,+	-0.147857580885185	2.14549732271764e-10
chr1:2505035-2505361	chr1:6761855..6761892,-	-0.144564149809511	5.38096769078811e-10
chr1:2505035-2505361	chr1:6845497..6845561,+	-0.0940613978757871	5.65688948461953e-05
chr1:2505035-2505361	chr1:7831323..7831414,+	0.121793267425118	1.77242401635484e-07
chr1:2505035-2505361	chr1:7844312..7844411,+	-0.0174853586493736	0.45510603962157
chr1:2505035-2505361	chr1:8021713..8021788,+	-0.179302334207503	1.15054908714056e-14
chr1:2505035-2505361	chr1:8086360..8086378,-	-0.112613679573187	1.39612921616237e-06
chr1:2505035-2505361	chr1:8378140..8378187,+	-0.0886861126547812	0.000147266417730514
chr1:2505035-2505361	chr1:8877692..8877732,-	-0.0927286433158091	7.20594518074146e-05
chr1:2505035-2505361	chr1:8938736..8938756,-	-0.169122688500267	3.42823565898065e-13
chr1:2505035-2505361	chr1:9005917..9005935,+	-0.0229107271896472	0.327707923822678
chr1:2505035-2505361	chr1:9086445..9086485,-	0.0179761771577669	0.442546907331881
chr1:2509702-2510198	chr1:713985..714054,-	0.0690872860375412	0.0031313910963713
chr1:2509702-2510198	chr1:762885..762905,-	0.288415400040153	2.4625362759656e-36
chr1:2509702-2510198	chr1:763033..763058,+	0.141976557782619	1.0922509623621e-09
chr1:2509702-2510198	chr1:763094..763106,+	0.137350497053749	3.75205141119478e-09
chr1:2509702-2510198	chr1:894620..894659,-	-0.362123364367871	1.01290664843651e-57
chr1:2509702-2510198	chr1:895930..896033,+	-0.197343957647614	1.6914757372963e-17
chr1:2509702-2510198	chr1:901847..901907,+	-0.0251924221094159	0.28181808902022
chr1:2509702-2510198	chr1:917466..917485,-	-0.0013039395112037	0.955583417442904
chr1:2509702-2510198	chr1:935467..935484,-	0.157624847367406	1.2422688207581e-11
chr1:2509702-2510198	chr1:948866..948885,+	0.16964076349193	2.89856469514558e-13
chr1:2509702-2510198	chr1:955448..955508,+	-0.216262187188889	8.90700795222869e-21
chr1:2509702-2510198	chr1:1009683..1009688,-	-0.0483844192296424	0.0386483626376683
chr1:2509702-2510198	chr1:1051455..1051495,-	-0.113848271066202	1.06731035419023e-06
chr1:2509702-2510198	chr1:1141900..1141911,-	0.171267617765223	1.70536227201836e-13
chr1:2509702-2510198	chr1:1141927..1141985,-	0.486184677910198	5.14669664161862e-109
chr1:2509702-2510198	chr1:1149526..1149539,-	0.600289920199794	2.6070979353724e-179
chr1:2509702-2510198	chr1:1167346..1167392,-	-0.055864684520578	0.0169367251677113
chr1:2509702-2510198	chr1:1167594..1167668,+	-0.185581093635076	1.28005533696031e-15
chr1:2509702-2510198	chr1:1209195..1209254,-	-0.132134785918695	1.43717347331353e-08
chr1:2509702-2510198	chr1:1243252..1243318,-	-0.0623272857988894	0.00770228567124586
chr1:2509702-2510198	chr1:1243966..1244033,+	-0.329707202477776	1.39626169278741e-47
chr1:2509702-2510198	chr1:1260011..1260064,-	-0.245183011018227	2.03667583103933e-26
chr1:2509702-2510198	chr1:1260169..1260242,+	-0.13317400482032	1.10425929784191e-08
chr1:2509702-2510198	chr1:1266654..1266669,+	0.0515061437549846	0.0277004126147237
chr1:2509702-2510198	chr1:1284748..1284809,-	-0.317935420759726	3.43542724092014e-44
chr1:2509702-2510198	chr1:1310530..1310603,-	-0.374233294486235	8.001979800443e-62
chr1:2509702-2510198	chr1:1334685..1334722,-	-0.0559691023594945	0.0167317901804509
chr1:2509702-2510198	chr1:1334914..1334972,+	-0.111754235098532	1.68036353982297e-06
chr1:2509702-2510198	chr1:1335180..1335196,+	-0.0439761244969074	0.0602018108015258
chr1:2509702-2510198	chr1:1342617..1342691,-	-0.289555710246813	1.27264437909073e-36
chr1:2509702-2510198	chr1:1356628..1356678,-	0.058834990449538	0.0118942404095804
chr1:2509702-2510198	chr1:1361245..1361298,+	0.0294438371522712	0.208412841108606
chr1:2509702-2510198	chr1:1371047..1371119,+	-0.102991098867389	1.02935789416705e-05
chr1:2509702-2510198	chr1:1407133..1407170,+	-0.0519419578329708	0.0264081670106516
chr1:2509702-2510198	chr1:1447517..1447556,+	-0.369550729412527	3.23878011393218e-60
chr1:2509702-2510198	chr1:1475968..1476017,-	-0.144109916489394	6.0986385354164e-10
chr1:2509702-2510198	chr1:1510204..1510267,-	-0.280976607926248	1.69511100783135e-34
chr1:2509702-2510198	chr1:1535455..1535568,-	-0.251544652025755	9.19087308124271e-28
chr1:2509702-2510198	chr1:1551220..1551320,+	-0.125596157450242	7.20128008019373e-08
chr1:2509702-2510198	chr1:1567546..1567574,+	-0.102868062591055	1.05484074282168e-05
chr1:2509702-2510198	chr1:1567682..1567692,+	-0.0113685600897578	0.627240679089277
chr1:2509702-2510198	chr1:1655723..1655803,-	0.258862072264651	2.33273678916052e-29
chr1:2509702-2510198	chr1:1677507..1677512,-	-0.0475041286613891	0.0423315930260879
chr1:2509702-2510198	chr1:1822495..1822571,-	0.0823429433677103	0.000426378335144845
chr1:2509702-2510198	chr1:1850703..1850724,-	-0.131406541631706	1.72654904776021e-08
chr1:2509702-2510198	chr1:1935219..1935231,-	0.00674529305623869	0.773252700586068
chr1:2509702-2510198	chr1:1950763..1950815,+	-0.0550073460636674	0.0187042571391315
chr1:2509702-2510198	chr1:2322973..2323005,-	-0.246731186673199	9.66044146599246e-27
chr1:2509702-2510198	chr1:2323260..2323307,+	-0.237367852561653	8.1217701276097e-25
chr1:2509702-2510198	chr1:2343951..2344018,-	-0.275011180371906	4.60128110352796e-33
chr1:2509702-2510198	chr1:2398876..2398928,+	-0.0502816844749696	0.0316264975052802
chr1:2509702-2510198	chr1:2458026..2458056,-	0.0200719434495843	0.391200257014364
chr1:2509702-2510198	chr1:2461692..2461710,-	0.0127408575167437	0.586278252488653
chr1:2509702-2510198	chr1:2487990..2488033,+	0.63077403076871	2.71966350524676e-203
chr1:2509702-2510198	chr1:2488426..2488475,-	0.617223759479849	2.63291533438723e-192
chr1:2509702-2510198	chr1:2488477..2488501,-	0.458778570394536	8.98951840310988e-96
chr1:2509702-2510198	chr1:2518202..2518291,+	0.018489851526266	0.429617638478831
chr1:2509702-2510198	chr1:2938044..2938088,+	-0.0244316801442371	0.296608171646912
chr1:2509702-2510198	chr1:2985760..2985774,+	-0.102057805045647	1.23831507253464e-05
chr1:2509702-2510198	chr1:3371222..3371243,+	-0.138161830612323	3.03070063837116e-09
chr1:2509702-2510198	chr1:3541543..3541658,+	0.0464775586007705	0.0469974010572296
chr1:2509702-2510198	chr1:3566630..3566676,-	-0.00838930052723327	0.720082684142876
chr1:2509702-2510198	chr1:3569072..3569093,+	0.016056107009249	0.492796699925199
chr1:2509702-2510198	chr1:3663901..3663958,-	-0.0697650221078448	0.00284887729597915
chr1:2509702-2510198	chr1:3669006..3669028,+	-0.00363189297404854	0.87671584022848
chr1:2509702-2510198	chr1:3689211..3689226,+	-0.0534879928768056	0.022234855770083
chr1:2509702-2510198	chr1:3713042..3713081,-	-0.175771489429272	3.82185420753884e-14
chr1:2509702-2510198	chr1:3773747..3773793,-	-0.0159850857153076	0.494712218513252
chr1:2509702-2510198	chr1:3774016..3774056,+	0.013820018474459	0.554963552847782
chr1:2509702-2510198	chr1:3816779..3816870,-	-0.0714631689581604	0.00224013692201574
chr1:2509702-2510198	chr1:3816953..3816985,+	0.166504126967546	7.9430181205898e-13
chr1:2509702-2510198	chr1:4714656..4714675,+	-0.0767886649761117	0.00102049474337009
chr1:2509702-2510198	chr1:6052463..6052542,-	-0.211105240724199	7.50181140637644e-20
chr1:2509702-2510198	chr1:6240325..6240416,-	-0.129446450276887	2.8149454565335e-08
chr1:2509702-2510198	chr1:6259641..6259690,-	-0.0681060453720415	0.00358576826707729
chr1:2509702-2510198	chr1:6266137..6266204,+	0.0772710212758071	0.000948036186122103
chr1:2509702-2510198	chr1:6296005..6296070,-	-0.397308976834952	3.86061209359779e-70
chr1:2509702-2510198	chr1:6304233..6304243,+	-0.128913345779592	3.2112126141821e-08
chr1:2509702-2510198	chr1:6321111..6321174,-	-0.200874366513166	4.37144295797338e-18
chr1:2509702-2510198	chr1:6453426..6453447,-	-0.307199071689823	3.15229736814492e-41
chr1:2509702-2510198	chr1:6479968..6479986,-	0.038924704567975	0.0962590695526307
chr1:2509702-2510198	chr1:6484829..6484843,+	0.00863758513738633	0.712161910187041
chr1:2509702-2510198	chr1:6526192..6526250,-	0.41557092674016	3.30649484826159e-77
chr1:2509702-2510198	chr1:6614565..6614602,-	-0.16805164173914	4.84208219948793e-13
chr1:2509702-2510198	chr1:6615468..6615485,+	-0.0262877636650752	0.261414561939866
chr1:2509702-2510198	chr1:6640046..6640101,+	0.19860783001915	1.04509923366345e-17
chr1:2509702-2510198	chr1:6662919..6662936,-	0.0996157451437729	1.99350417337195e-05
chr1:2509702-2510198	chr1:6673782..6673830,+	-0.156768217904617	1.60664741254e-11
chr1:2509702-2510198	chr1:6685228..6685270,+	-0.0548935900697545	0.0189504985255504
chr1:2509702-2510198	chr1:6761855..6761892,-	-0.206242451983479	5.32029760870704e-19
chr1:2509702-2510198	chr1:6845497..6845561,+	-0.194355854235175	5.21260517363027e-17
chr1:2509702-2510198	chr1:7831323..7831414,+	0.0329662411257145	0.158980595546173
chr1:2509702-2510198	chr1:7844312..7844411,+	-0.0180243363915524	0.441325364651293
chr1:2509702-2510198	chr1:8021713..8021788,+	-0.260630288038256	9.43176216620251e-30
chr1:2509702-2510198	chr1:8086360..8086378,-	-0.365862706174539	5.72259925957751e-59
chr1:2509702-2510198	chr1:8378140..8378187,+	-0.105319035058201	6.4472324807315e-06
chr1:2509702-2510198	chr1:8877692..8877732,-	-0.0307227860390766	0.189315054131994
chr1:2509702-2510198	chr1:8938736..8938756,-	-0.321039965525814	4.53208996558979e-45
chr1:2509702-2510198	chr1:9005917..9005935,+	0.122474823773447	1.51119771023051e-07
chr1:2509702-2510198	chr1:9086445..9086485,-	0.0676534988012589	0.00381486748529847
chr1:2574343-2574764	chr1:713985..714054,-	0.357487797987817	3.38594413814365e-56
chr1:2574343-2574764	chr1:762885..762905,-	0.263985216052836	1.65992228190928e-30
chr1:2574343-2574764	chr1:763033..763058,+	0.0165471628432562	0.479661768678123
chr1:2574343-2574764	chr1:763094..763106,+	0.0926936321576983	7.25159713802664e-05
chr1:2574343-2574764	chr1:894620..894659,-	0.0226061982020037	0.334180138390801
chr1:2574343-2574764	chr1:895930..896033,+	0.213485846256642	2.8244552450169e-20
chr1:2574343-2574764	chr1:901847..901907,+	-0.03829983785195	0.101725343568255
chr1:2574343-2574764	chr1:917466..917485,-	0.0532049813296106	0.0229529238380186
chr1:2574343-2574764	chr1:935467..935484,-	0.157832536847202	1.16691730863468e-11
chr1:2574343-2574764	chr1:948866..948885,+	-0.0639779504438778	0.00622727880112305
chr1:2574343-2574764	chr1:955448..955508,+	0.0125341209638752	0.592369441098932
chr1:2574343-2574764	chr1:1009683..1009688,-	0.167820443781211	5.21525102429373e-13
chr1:2574343-2574764	chr1:1051455..1051495,-	0.165344230335795	1.14753724498337e-12
chr1:2574343-2574764	chr1:1141900..1141911,-	0.0378906680383384	0.105436567151552
chr1:2574343-2574764	chr1:1141927..1141985,-	0.143763120868957	6.70857460838028e-10
chr1:2574343-2574764	chr1:1149526..1149539,-	0.0344525042694046	0.141008181951624
chr1:2574343-2574764	chr1:1167346..1167392,-	-0.166798509353102	7.23188672263068e-13
chr1:2574343-2574764	chr1:1167594..1167668,+	0.126852770744948	5.31606895563203e-08
chr1:2574343-2574764	chr1:1209195..1209254,-	0.00445748019169564	0.848996873445696
chr1:2574343-2574764	chr1:1243252..1243318,-	0.180982691712002	6.44190744913414e-15
chr1:2574343-2574764	chr1:1243966..1244033,+	0.132252135988575	1.39518159500172e-08
chr1:2574343-2574764	chr1:1260011..1260064,-	0.120965673344682	2.14856786999679e-07
chr1:2574343-2574764	chr1:1260169..1260242,+	0.0120787712850931	0.605886903875753
chr1:2574343-2574764	chr1:1266654..1266669,+	0.162364109694694	2.91792908134741e-12
chr1:2574343-2574764	chr1:1284748..1284809,-	0.125545657401317	7.28921045122786e-08
chr1:2574343-2574764	chr1:1310530..1310603,-	-0.0202341420785242	0.387383013010282
chr1:2574343-2574764	chr1:1334685..1334722,-	0.266767454869663	3.85538253704954e-31
chr1:2574343-2574764	chr1:1334914..1334972,+	0.304555836302131	1.61917630279726e-40
chr1:2574343-2574764	chr1:1335180..1335196,+	0.139575871198027	2.08278654477164e-09
chr1:2574343-2574764	chr1:1342617..1342691,-	-0.0785555798425878	0.000777648242965539
chr1:2574343-2574764	chr1:1356628..1356678,-	0.196577654062745	2.26133759962455e-17
chr1:2574343-2574764	chr1:1361245..1361298,+	0.218308187421032	3.76629875739615e-21
chr1:2574343-2574764	chr1:1371047..1371119,+	0.261786233949402	5.19828997714977e-30
chr1:2574343-2574764	chr1:1407133..1407170,+	0.164842319321957	1.34447989512458e-12
chr1:2574343-2574764	chr1:1447517..1447556,+	-0.0404770368715189	0.0836925145179549
chr1:2574343-2574764	chr1:1475968..1476017,-	0.160114860245644	5.83471574897451e-12
chr1:2574343-2574764	chr1:1510204..1510267,-	0.0533174907376397	0.0226650853153837
chr1:2574343-2574764	chr1:1535455..1535568,-	0.251789707323766	8.14244606361197e-28
chr1:2574343-2574764	chr1:1551220..1551320,+	0.262413102335787	3.75844580313698e-30
chr1:2574343-2574764	chr1:1567546..1567574,+	0.100747601203618	1.60087189572341e-05
chr1:2574343-2574764	chr1:1567682..1567692,+	0.0838883928278058	0.000331247666057849
chr1:2574343-2574764	chr1:1655723..1655803,-	0.0951084914266613	4.66687352066814e-05
chr1:2574343-2574764	chr1:1677507..1677512,-	0.119801630589215	2.81046419173724e-07
chr1:2574343-2574764	chr1:1822495..1822571,-	-0.111172980850262	1.9032616697634e-06
chr1:2574343-2574764	chr1:1850703..1850724,-	0.205298140830232	7.73923916955442e-19
chr1:2574343-2574764	chr1:1935219..1935231,-	0.23160640475454	1.13032894761292e-23
chr1:2574343-2574764	chr1:1950763..1950815,+	0.308388602556493	1.50109595405432e-41
chr1:2574343-2574764	chr1:2322973..2323005,-	0.343296528500742	1.09690081758313e-51
chr1:2574343-2574764	chr1:2323260..2323307,+	-0.228439724913791	4.66282294303109e-23
chr1:2574343-2574764	chr1:2343951..2344018,-	0.152818204606827	5.16488412020147e-11
chr1:2574343-2574764	chr1:2398876..2398928,+	0.226472120494849	1.11275762221971e-22
chr1:2574343-2574764	chr1:2458026..2458056,-	0.252061172784041	7.11896871539523e-28
chr1:2574343-2574764	chr1:2461692..2461710,-	0.229366782379541	3.08626245144452e-23
chr1:2574343-2574764	chr1:2487990..2488033,+	-0.0479194722890574	0.0405583444318963
chr1:2574343-2574764	chr1:2488426..2488475,-	0.044938145347623	0.0547991106390296
chr1:2574343-2574764	chr1:2488477..2488501,-	0.0398046510063189	0.088962407987685
chr1:2574343-2574764	chr1:2518202..2518291,+	0.0919939087311351	8.22336313121393e-05
chr1:2574343-2574764	chr1:2938044..2938088,+	0.0630750037077478	0.00699921002438918
chr1:2574343-2574764	chr1:2985760..2985774,+	0.245156205780596	2.06305318016819e-26
chr1:2574343-2574764	chr1:3371222..3371243,+	0.235074710726721	2.33613012496558e-24
chr1:2574343-2574764	chr1:3541543..3541658,+	0.0136935052770563	0.558592031724457
chr1:2574343-2574764	chr1:3566630..3566676,-	0.23136040342471	1.26283575564821e-23
chr1:2574343-2574764	chr1:3569072..3569093,+	0.194394828782642	5.13724113312678e-17
chr1:2574343-2574764	chr1:3663901..3663958,-	0.186163023080457	1.0401873847097e-15
chr1:2574343-2574764	chr1:3669006..3669028,+	0.0714751258634159	0.00223630900079777
chr1:2574343-2574764	chr1:3689211..3689226,+	0.235576964940663	1.85531282810183e-24
chr1:2574343-2574764	chr1:3713042..3713081,-	0.286841933107354	6.09235304456776e-36
chr1:2574343-2574764	chr1:3773747..3773793,-	0.118376500106164	3.89121796220328e-07
chr1:2574343-2574764	chr1:3774016..3774056,+	0.322580339608159	1.64421933345073e-45
chr1:2574343-2574764	chr1:3816779..3816870,-	0.0411337360341362	0.0787922367857966
chr1:2574343-2574764	chr1:3816953..3816985,+	0.0918944584546635	8.37107234293119e-05
chr1:2574343-2574764	chr1:4714656..4714675,+	0.202021840719312	2.80060933026272e-18
chr1:2574343-2574764	chr1:6052463..6052542,-	0.317287462898804	5.2272283529101e-44
chr1:2574343-2574764	chr1:6240325..6240416,-	0.282335472648642	7.9002988702896e-35
chr1:2574343-2574764	chr1:6259641..6259690,-	-0.156316074880997	1.83921442058915e-11
chr1:2574343-2574764	chr1:6266137..6266204,+	0.0880713109711323	0.000163759374210512
chr1:2574343-2574764	chr1:6296005..6296070,-	-0.0253682179938584	0.278472686444119
chr1:2574343-2574764	chr1:6304233..6304243,+	0.163362751957456	2.13841167103073e-12
chr1:2574343-2574764	chr1:6321111..6321174,-	0.196050903043389	2.75896030034137e-17
chr1:2574343-2574764	chr1:6453426..6453447,-	-0.000272424196976261	0.990715727259227
chr1:2574343-2574764	chr1:6479968..6479986,-	0.00276718806122972	0.905910489820417
chr1:2574343-2574764	chr1:6484829..6484843,+	0.224413996947571	2.73986120387205e-22
chr1:2574343-2574764	chr1:6526192..6526250,-	0.13640449902384	4.80511979914248e-09
chr1:2574343-2574764	chr1:6614565..6614602,-	0.179796421029443	9.70716932172974e-15
chr1:2574343-2574764	chr1:6615468..6615485,+	0.0998194293265042	1.91667510802952e-05
chr1:2574343-2574764	chr1:6640046..6640101,+	0.344548487636938	4.48279863222555e-52
chr1:2574343-2574764	chr1:6662919..6662936,-	0.0417372981755973	0.0744966383232818
chr1:2574343-2574764	chr1:6673782..6673830,+	0.257978416706124	3.65822109085395e-29
chr1:2574343-2574764	chr1:6685228..6685270,+	0.219877364800647	1.93483584673282e-21
chr1:2574343-2574764	chr1:6761855..6761892,-	-0.0458316129767225	0.0501492867188111
chr1:2574343-2574764	chr1:6845497..6845561,+	-0.0671885843389172	0.00406399286561915
chr1:2574343-2574764	chr1:7831323..7831414,+	-0.280114703814926	2.74496915148214e-34
chr1:2574343-2574764	chr1:7844312..7844411,+	0.178035360669429	1.77509017647859e-14
chr1:2574343-2574764	chr1:8021713..8021788,+	-0.0648057147054323	0.00558783746448336
chr1:2574343-2574764	chr1:8086360..8086378,-	-0.0123291416858857	0.598437334790332
chr1:2574343-2574764	chr1:8378140..8378187,+	0.118176324594109	4.07195873194731e-07
chr1:2574343-2574764	chr1:8877692..8877732,-	0.396061165901069	1.13135391751748e-69
chr1:2574343-2574764	chr1:8938736..8938756,-	-0.0954171896291042	4.40789236320271e-05
chr1:2574343-2574764	chr1:9005917..9005935,+	0.0995636475071529	2.01362081281336e-05
chr1:2574343-2574764	chr1:9086445..9086485,-	0.0522783059322582	0.0254467519394133
chr1:2772559-2772713	chr1:713985..714054,-	-0.0561478854331646	0.0163859505716949
chr1:2772559-2772713	chr1:762885..762905,-	0.0183507371342137	0.433097348552953
chr1:2772559-2772713	chr1:763033..763058,+	0.0511333220996833	0.0288487629702488
chr1:2772559-2772713	chr1:763094..763106,+	0.0105090699164126	0.653504832537871
chr1:2772559-2772713	chr1:894620..894659,-	-0.0317520827165577	0.174906493768498
chr1:2772559-2772713	chr1:895930..896033,+	-0.0128303715346133	0.583649887508638
chr1:2772559-2772713	chr1:901847..901907,+	-0.0665143348591903	0.00445154782891821
chr1:2772559-2772713	chr1:917466..917485,-	-0.00798898248980824	0.732916756729945
